,course_name,instructor,reviews_avg,reviews_count,course_duration,lectures_count,level,price_after_discount,main_price,students_count
3548,The Definitive Node.Js Developer Course,Coding Revolution,3.7,231.0,23.5 total hours,239 lectures,Beginner,229.99,269.99,"1,549 students"
3549,Kids Coding - Beginner HTML,John Bura,4.3,231.0,1 total hour,19 lectures,Beginner,199.99,229.99,"7,072 students"
3550,Unity Android Game & App Development - Build 10 Games & Apps,"Raja Biswas, Charger Games",3.5,231.0,22 total hours,142 lectures,All Levels,269.99,849.99,"1,340 students"
3551,Node.js and React: Build a complete web chat application,Dino Numić,4.5,231.0,9.5 total hours,103 lectures,All Levels,229.99,799.99,"13,361 students"
3552,Refactoring Pyramid explained in simple steps (Java),Włodek Krakowski,4.7,230.0,2 total hours,19 lectures,Intermediate,199.99,229.99,"1,544 students"
3553,Master CI/CD for React Native,"Tim Buchalka's Learn Programming Academy, Eduardo Rosas",4.4,230.0,8 total hours,50 lectures,All Levels,319.99,719.99,"2,258 students"
3554,Android Firebase Masterclass - Master Google Firebase,"Tim Buchalka's Learn Programming Academy, Jason Fedin",4.6,230.0,20 total hours,123 lectures,Intermediate,269.99,719.99,"2,546 students"
3555,Mastery in Java Web Services and RESTful API with SpringBoot,Arun Ammasai,4.4,230.0,8.5 total hours,83 lectures,All Levels,269.99,1299.99,"25,925 students"
3556,Gatsby JS: Build PWA Blog With GraphQL And React + WordPress,Rangel Stoilov,4.3,230.0,4 total hours,43 lectures,All Levels,229.99,1199.99,"8,719 students"
3557,User Story Bootcamp: Be an Expert In Managing User Stories,"Malay Biswal PMP, SAFe PO/PM, Math and Telecom Enthusiast",4.5,229.0,2 total hours,31 lectures,Intermediate,269.99,799.99,"3,456 students"
3558,Python Programming/Script/OOP/Advanced for Python Projects,Deepali Srivastava,4.6,229.0,20.5 total hours,252 lectures,All Levels,229.99,849.99,"1,318 students"
3559,"Complete Beginners Java Tutorial -Java, JavaFx,Maven,Jenkins",Yogesh Patel,4.0,229.0,25.5 total hours,143 lectures,Beginner,269.99,1399.99,"11,022 students"
3560,Firebase Firestore for iOS,Devslopes by Mark Wahlbeck,4.2,229.0,6 total hours,27 lectures,Beginner,269.99,719.99,"1,123 students"
3561,Statistics Masterclass for Data Science and Data Analytics,Vijay Gadhave,4.4,229.0,5 total hours,43 lectures,All Levels,269.99,1399.99,"1,151 students"
3562,Full introduction to Views in Drupal 8,Nikolay Borisov,4.7,229.0,3.5 total hours,39 lectures,Beginner,229.99,479.99,"1,168 students"
3563,Web Architecture With Golang - Google's Go Language,"Todd McLeod, Daniel Hoffmann",4.4,228.0,13 total hours,101 lectures,Intermediate,269.99,619.99,"4,921 students"
3564,Mapping in Leaflet JS,Victor Temprano,4.7,228.0,5.5 total hours,31 lectures,Beginner,199.99,229.99,"1,427 students"
3565,Learning vRealize Automation 7.2,Packt Publishing,3.6,228.0,4 total hours,43 lectures,Beginner,269.99,779.99,987 students
3566,Complete back end development with NodeJS with projects,Igneus Technologies,4.1,228.0,20 total hours,118 lectures,All Levels,229.99,1199.99,919 students
3567,RxJS Operators,Daniel Stern,4.7,228.0,4 total hours,50 lectures,All Levels,269.99,719.99,"1,349 students"
3568,Spring Boot and React with Test Driven Development,Basar Buyukkahraman,4.2,228.0,20.5 total hours,193 lectures,All Levels,269.99,729.99,"2,364 students"
3569,Performance Testing Using Gatling,"Anuradha Agarwal, Bushra Alam",4.1,228.0,7 total hours,65 lectures,All Levels,229.99,599.99,"2,123 students"
3570,NodeJS - The Complete Web Developer Bootcamp 2022,Mohammad Azam,4.8,228.0,14.5 total hours,154 lectures,All Levels,229.99,1199.99,"1,761 students"
3571,"SQL for beginners with :( PostgreSQL, MySQL, SQL Server )",Bluelime Learning Solutions,4.1,227.0,8 total hours,79 lectures,Beginner,229.99,579.99,"24,494 students"
3572,Angular Architecture. How to Build Scalable Web Applications,Danil Chigirev,4.6,227.0,7.5 total hours,200 lectures,Intermediate,319.99,1399.99,"1,836 students"
3573,Data Science for Professionals,Gregory Sward,4.4,227.0,6.5 total hours,33 lectures,Beginner,269.99,1399.99,"6,825 students"
3574,Automated Multiple Face Recognition AI Using Python,"Nishit Maru, Three Millennials",2.5,227.0,2 total hours,10 lectures,All Levels,229.99,1199.99,"19,678 students"
3575,Object Oriented PHP & TDD with PHPUnit from Scratch,"Devscreencast Elearning, Terry Ogbemudia Osayawe",4.4,227.0,12.5 total hours,68 lectures,Intermediate,269.99,719.99,"8,409 students"
3576,Complete ASP.NET Core MVC 3.1 - Learn by building projects,Fast & Easy Programming,4.7,227.0,9.5 total hours,124 lectures,All Levels,199.99,229.99,"1,037 students"
3577,Using Advanced iOS Frameworks and Techniques with Swift 3,Brian Advent,4.3,227.0,5.5 total hours,39 lectures,Intermediate,199.99,229.99,"1,805 students"
3578,Learn Object Oriented Programming PHP fundamentals bootcamp,Laurence Svekis,3.6,226.0,1.5 total hours,17 lectures,All Levels,229.99,719.99,"24,484 students"
3579,Learn jQuery AJAX in 1 hour,Laurence Svekis,3.7,226.0,1 total hour,19 lectures,Intermediate,269.99,1299.99,"6,995 students"
3580,How to Build Chatbots: From Beginner to Intermediate,"Nicholas ""Techustler"" Ivanecky",3.3,226.0,2.5 total hours,52 lectures,All Levels,269.99,819.99,"3,637 students"
3581,Django Tutorial: Build Your First App Fast & Free!,BlueApple Courses,4.4,226.0,2.5 total hours,27 lectures,Beginner,199.99,229.99,"5,338 students"
3582,Beginners Introduction to Web Development,Laurence Svekis,3.7,226.0,1.5 total hours,19 lectures,Beginner,229.99,1199.99,"28,695 students"
3583,The Complete PowerShell 6.x Masterclass: 3-in-1,Packt Publishing,4.3,226.0,9.5 total hours,69 lectures,Beginner,229.99,1199.99,"1,821 students"
3584,Akka Remoting and Clustering with Scala | Rock the JVM,Daniel Ciocîrlan,4.7,226.0,7 total hours,20 lectures,Expert,269.99,419.99,"2,387 students"
3585,Software UI Automation Testing using Java-Selenium from A-Z,Pankaj Gupta,4.3,226.0,29 total hours,266 lectures,All Levels,229.99,319.99,"6,911 students"
3586,WebGL w/ Unity: The Ultimate Guide to Games in the Browser,Rocco Balsamo,3.9,226.0,4 total hours,63 lectures,Intermediate,229.99,749.99,"2,346 students"
3587,Code organization and readability for the self-taught coder,Benjamin Melki,4.4,225.0,3.5 total hours,46 lectures,Beginner,199.99,229.99,"1,942 students"
3588,Dell Boomi AtomSphere - IPaaS Beginner Training,Saad Qureshi,4.4,225.0,5.5 total hours,24 lectures,Beginner,269.99,1299.99,"1,152 students"
3589,"Angular, Ionic & Node: Build A Real Web & Mobile Chat App",Uzochukwu Eddie Odozi,4.6,225.0,37 total hours,416 lectures,All Levels,269.99,719.99,"1,255 students"
3590,Sending email with PHP: from Basic to Advanced,Dave Hollingworth,4.8,225.0,2 total hours,45 lectures,All Levels,319.99,419.99,"1,512 students"
3591,Complete Python Tutorial for Beginners,Yogesh Patel,4.7,225.0,17.5 total hours,130 lectures,Beginner,229.99,1199.99,"7,304 students"
3592,VanillaCartJS - ES6 JavaScript Shopping Cart,Adrian Bienias,4.7,224.0,2.5 total hours,10 lectures,All Levels,199.99,229.99,"7,437 students"
3593,Hands-On Guide to Argo Workflows on Kubernetes,Jan Schwarzlose,4.6,224.0,7 total hours,60 lectures,Beginner,319.99,729.99,"1,975 students"
3594,HTML: The first step for absolute beginners,Bahjat For Education,4.1,224.0,3.5 total hours,36 lectures,Beginner,199.99,229.99,"10,667 students"
3595,The Complete Modern Javascript Course with ES6,Development Island (UK),4.7,224.0,37 total hours,302 lectures,All Levels,269.99,1399.99,"1,722 students"
3596,Applied Machine Learning in R,Bogdan Anastasiei,4.7,224.0,8 total hours,80 lectures,All Levels,229.99,719.99,"23,651 students"
3597,Complete Python Image Processing Masterclass,"Ashwin Pajankar • 80,000+ Students Worldwide",4.4,224.0,12 total hours,99 lectures,Intermediate,199.99,229.99,"2,106 students"
3598,Get into DevOps: Best Practices for Docker with Jenkins,Releaseworks Academy,4.1,224.0,2 total hours,40 lectures,All Levels,269.99,1199.99,"2,128 students"
3599,Spring Boot Microservices with JPA,Alessandro Argentieri,4.0,224.0,4.5 total hours,64 lectures,All Levels,229.99,349.99,911 students
3600,Build Application for Google Assistant,Ved Prakash Suman,3.4,224.0,30 total mins,5 lectures,Beginner,269.99,479.99,"32,707 students"
3601,Accelerate Freight Broker Training By Shayla Moore,Shayla Moore,3.9,224.0,2 total hours,10 lectures,Beginner,269.99,1399.99,"1,009 students"
3602,ASP.NET MVC Interview Questions with Answers,Shivprasad Koirala,4.5,224.0,2 total hours,6 lectures,All Levels,199.99,229.99,"2,143 students"
3603,Selenium IDE ,Ganesh Sahai,4.3,223.0,9 total hours,44 lectures,All Levels,269.99,419.99,"1,628 students"
3604,CoreData for Swift Development (Swift 4.2 & iOS 12),Andi Setiyadi,4.5,223.0,8 total hours,51 lectures,Intermediate,199.99,229.99,"1,362 students"
3605,"Linear Regression, GLMs and GAMs with R","Geoffrey Hubona, Ph.D.",4.5,223.0,8 total hours,69 lectures,All Levels,269.99,599.99,"2,132 students"
3606,Unreal Engine 5 (UE5): The Complete Beginner's Course,Pixel Helmet,4.3,223.0,6 total hours,67 lectures,Beginner,319.99,629.99,"1,594 students"
3607,Deploy Machine Learning Models on GCP + AWS Lambda (Docker),"Ankit Mistry, Data Science & Machine Learning Academy",4.8,223.0,4.5 total hours,53 lectures,Intermediate,199.99,229.99,"2,667 students"
3608,Database modeling with golang & postgresql,VJ Bambhaniya,3.6,223.0,2.5 total hours,13 lectures,Intermediate,199.99,229.99,"15,202 students"
3609,Angular and NgRx - Building Real Project From Scratch,Oleksandr Kocherhin,4.6,223.0,14.5 total hours,51 lectures,All Levels,319.99,649.99,"1,828 students"
3610,Starting 2D Game Development in Unity with C#,Neil North,3.9,223.0,4 total hours,41 lectures,Beginner,269.99,619.99,"9,844 students"
3611,Character Modeling & Rigging  in Blender- Character Design,Riddick D. Character Blender Modeling,3.7,222.0,6.5 total hours,33 lectures,All Levels,199.99,229.99,"15,548 students"
3612,The Software Development Process - The Complete Course,Daniele Protti,4.1,222.0,23 total hours,281 lectures,All Levels,319.99,1199.99,"1,838 students"
3613,Learn C# From Scratch with Real Applications,Volkan Atış,4.5,222.0,9 total hours,53 lectures,Beginner,269.99,719.99,"4,273 students"
3614,Get your Java dream job! Beginners interview preparation,Yuval Ishay,4.6,222.0,6.5 total hours,85 lectures,Beginner,269.99,719.99,"4,282 students"
3615,Power Apps: learn PowerApps with a hands-on example,Rudimar Baesso Althof,4.6,222.0,4 total hours,44 lectures,All Levels,269.99,419.99,"1,404 students"
3616,Learn to Build an Outdoor Environment with Unreal Engine 4,3dmotive LLC,4.1,222.0,4 total hours,22 lectures,Beginner,199.99,229.99,"2,073 students"
3617,Gutenberg Block Development for WordPress,Zac Gordon,4.7,222.0,2 total hours,22 lectures,Intermediate,229.99,479.99,"1,204 students"
3618,Java Programming: Learn Core Java and Improve Java Skills,Oak Academy,4.3,221.0,8 total hours,88 lectures,All Levels,229.99,1199.99,"1,288 students"
3619,Master the Python interview (special banks & startups),Nicolas Georges,4.3,221.0,3 total hours,35 lectures,Beginner,229.99,269.99,"2,961 students"
3620,Build E-Commerce Website in Laravel,Mustafa Alawi,3.7,221.0,10.5 total hours,128 lectures,Intermediate,229.99,1199.99,945 students
3621,Visual Basic .NET Tutorial for Beginners Make App That Sells,Yogesh Patel,3.6,221.0,8.5 total hours,68 lectures,All Levels,269.99,819.99,"1,995 students"
3622,Automation Testing with QTP,QTP  Tutorial,3.6,221.0,1.5 total hours,15 lectures,Expert,199.99,229.99,"9,006 students"
3623,Knockout JS from scratch,Ayad Boudiab,4.1,221.0,5 total hours,33 lectures,All Levels,229.99,269.99,"1,120 students"
3624,Building Web Applications with Go - Intermediate Level,Trevor Sawler,4.8,221.0,18.5 total hours,172 lectures,Intermediate,269.99,849.99,"3,940 students"
3625,LEARNING PATH: Python: Functional Programming with Python,Packt Publishing,4.0,221.0,5.5 total hours,45 lectures,Beginner,229.99,1199.99,"1,886 students"
3626,PHP & MySQL For Beginners,Code House,3.7,221.0,7.5 total hours,118 lectures,All Levels,229.99,1199.99,"15,519 students"
3627,Python Interactive Dashboards with Plotly Dash (new version),Lianne and Justin (Just into Data),4.6,221.0,5.5 total hours,43 lectures,Intermediate,229.99,269.99,"1,026 students"
3628,Django with GraphQL,Krystian Czekalski,4.6,221.0,4 total hours,32 lectures,Beginner,269.99,319.99,"1,339 students"
3629,The Complete Intro to Machine Learning,"Student ML Coalition, Michael Lutz, Arjun Rajaram, Saurav Kumar",3.9,220.0,5 total hours,30 lectures,Beginner,199.99,229.99,"27,411 students"
3630,Learn To Create A Racing Game With Unity & C#,James Doyle,4.1,220.0,9.5 total hours,73 lectures,Beginner,269.99,1399.99,"1,618 students"
3631,Game Development with PyGame  | Real World Games,"Martin Yanev, Plamen Yanev",4.2,220.0,11 total hours,86 lectures,Beginner,269.99,1399.99,"46,212 students"
3632,Learn Rest API Automation Using Rest Assured,Dezlearn Education,4.6,220.0,5.5 total hours,66 lectures,All Levels,229.99,719.99,"23,582 students"
3633,API (WebServices) Performance Testing-Loadrunner(SOAP &REST),kumar Gupta,4.4,220.0,15 total hours,83 lectures,All Levels,269.99,1399.99,"1,554 students"
3634,Practical Transformation Using XSLT and XPath (5-hour free preview; 24 hours total),G. Ken Holman,4.7,220.0,24 total hours,71 lectures,All Levels,1399.99,765.8469641367806,"1,175 students"
3635,Unity 2019 Learn to write better code making a City Builder,Sunny Valley Studio,4.0,220.0,17.5 total hours,108 lectures,Intermediate,269.99,765.8469641367806,"2,934 students"
3636,Python 3 Programming A Step By Step Guide for Beginners,Sekhar Srinivasan,4.7,220.0,8.5 total hours,89 lectures,Beginner,229.99,269.99,"2,215 students"
3637,"Master Laravel with GraphQL, Vue.js and Tailwind","Piotr Jura | 35,000+ Enrollments",4.6,219.0,18 total hours,121 lectures,All Levels,319.99,529.99,"2,020 students"
3638,Building Chatbots with Amazon Lex and IBM Watson,"Nicholas ""Techustler"" Ivanecky",4.2,219.0,4 total hours,53 lectures,All Levels,269.99,999.99,"2,592 students"
3639,Master Java Reactive Programming with RxJava 2,Lharrach Abdellah,3.7,219.0,3 total hours,78 lectures,All Levels,269.99,619.99,"5,352 students"
3640,Building Websites JavaScript and the DOM,Laurence Svekis,3.6,219.0,3.5 total hours,38 lectures,Beginner,269.99,749.99,"39,109 students"
3641,Complete Bubble No Code Programming Course,Easy Learning Academy,4.5,219.0,2 total hours,15 lectures,Beginner,199.99,229.99,"5,461 students"
3642,Learn Vue 1 JS introduction to simple reactive JavaScript,Laurence Svekis,4.1,219.0,1.5 total hours,30 lectures,Beginner,269.99,849.99,"32,072 students"
3643,SoftwareAG webMethods 10.x Development Practice Demo Videos,Arul ChristhuRaj Alphonse,4.6,218.0,5.5 total hours,35 lectures,Beginner,199.99,229.99,"1,171 students"
3644,Scala Programming For Beginners Complete Guide 2020,Joydip Ghosh,3.4,218.0,4.5 total hours,65 lectures,All Levels,269.99,1399.99,"12,649 students"
3645,Automated Test Framework : ServiceNow,Sushma Pinapati,4.2,218.0,9 total hours,57 lectures,All Levels,449.99,765.8469641367806,"1,267 students"
3646,Master Odoo Studio,Qusai Aldomur,4.7,218.0,4 total hours,40 lectures,All Levels,269.99,1299.99,"1,070 students"
3647,"JQuery Master, build awesome websites, 5 Projects included!",Coding Revolution,4.4,218.0,8.5 total hours,87 lectures,Beginner,199.99,229.99,"4,634 students"
3648,SAP PO: Java Mapping Training with 10 Programs,Srinivas Vanamala,4.3,218.0,2.5 total hours,41 lectures,Beginner,269.99,319.99,"1,513 students"
3649,Learn to build apps using Neo4j,"Eduonix Learning Solutions, Eduonix-Tech .",4.6,217.0,4 total hours,30 lectures,Intermediate,229.99,419.99,"1,534 students"
3650,Android Machine Learning with TensorFlow lite in Java/Kotlin,Hamza Asif,3.5,217.0,5.5 total hours,80 lectures,All Levels,199.99,229.99,"24,276 students"
3651,Free Automated A+ Graded SSL Certificates with Let's Encrypt,Nick Janetakis,4.3,217.0,2.5 total hours,34 lectures,Beginner,269.99,529.99,"1,740 students"
3652,Complete SAP PO REST Adapter Configuration with API Basics,Srinivas Vanamala,4.6,217.0,4 total hours,35 lectures,Beginner,229.99,269.99,"1,168 students"
3653,Python - Solve 250 Python Quizzes,"Mihai Catalin Teodosiu, EpicPython Academy",4.4,217.0,42 total mins,19 lectures,All Levels,199.99,229.99,"2,821 students"
3654,A Complete Guide to the JAMstack and React E-Commerce,Zachary Reece,4.5,217.0,79 total hours,483 lectures,All Levels,269.99,349.99,"2,446 students"
3655,Become a MEAN Stack Developer: MongoDB; Express;Angular;Node,Bluelime Learning Solutions,4.3,217.0,9 total hours,84 lectures,Beginner,269.99,729.99,"24,637 students"
3656,Introduction to T-SQL for Data Analysts,Steve Fox,4.0,217.0,1 total hour,6 lectures,Beginner,199.99,229.99,"1,825 students"
3657,JavaScript DOM 2022 Create Interactive Dynamic Web Pages,Laurence Svekis,4.5,217.0,18 total hours,96 lectures,All Levels,229.99,1199.99,"10,589 students"
3658,WebRTC 2022 Practical Course. Create Video Chat Application,Marek Gryszkiewicz,4.5,217.0,8.5 total hours,82 lectures,Beginner,269.99,819.99,"2,301 students"
3659,Learn Oracle SQL,Sam Dhanasekaran,4.2,217.0,2.5 total hours,81 lectures,All Levels,199.99,229.99,"8,707 students"
3660,"Process Automation: Learn Requirements, Use Cases, Camunda","Peter Alkema, Nikita Ranchod",3.6,216.0,40 total mins,42 lectures,Beginner,229.99,579.99,896 students
3661,The Complete C# Programming + Visual Studio Developer Course,Morteza Kordi,3.6,216.0,18.5 total hours,144 lectures,All Levels,269.99,1399.99,"10,813 students"
3662,Learn and Understand Building Modern iOS Apps [2021],Bennett Lee,4.4,216.0,16.5 total hours,162 lectures,All Levels,269.99,1399.99,"1,889 students"
3663,2022 Python and Machine Learning in Financial Analysis,Dr. Emadedin Hashemi,4.7,216.0,20.5 total hours,82 lectures,All Levels,229.99,719.99,"36,557 students"
3664,Learning MEAN Stack by Building Real world Application,Haider Malik,3.5,216.0,16 total hours,324 lectures,All Levels,269.99,849.99,"5,800 students"
3665,Learn C++ Programming By Making Games Volume 2,Serge Lansiquot,4.6,216.0,28.5 total hours,189 lectures,Intermediate,229.99,1199.99,"2,663 students"
3666,javascript Complete Real time - Essential Course 2020,B Praveen Kumar,4.3,216.0,10 total hours,62 lectures,All Levels,269.99,749.99,"44,788 students"
3667,New to Python Automation ? Step by Step Python 4 Tester-2022,Testing World Infotech,4.3,216.0,11.5 total hours,137 lectures,All Levels,229.99,719.99,"1,865 students"
3668,"*UPDATED* Web Development Secrets 2022 - CRP, HTTP, AJAX ETC",Clyde Matthew,4.8,215.0,8.5 total hours,135 lectures,All Levels,269.99,1299.99,"1,986 students"
3669,Excel Tips and trick : Learn MS Excel by making 7 Projects,Yassin Marco,4.3,215.0,6 total hours,34 lectures,Beginner,229.99,749.99,"31,027 students"
3670,SQL/ETL Developer - T-SQL/Stored Procedures/ETL/SSIS,Bluelime Learning Solutions,3.2,215.0,6.5 total hours,72 lectures,Beginner,319.99,599.99,"4,032 students"
3671,"From 0 to 1: Learn Java Programming -Live Free,Learn To Code",Loony Corn,4.4,215.0,17 total hours,84 lectures,All Levels,229.99,719.99,"4,699 students"
3672,"The Road To Dynamic Programming: Java, JavaScript, & Python",Hadi youness,4.4,215.0,5.5 total hours,42 lectures,All Levels,269.99,319.99,"23,640 students"
3673,Modern C++ Memory Management: Learn to write good code fast,Mattias Johansson,4.6,215.0,2 total hours,20 lectures,Beginner,199.99,229.99,"2,191 students"
3674,The Complete Docker Bootcamp for Web Developers (2022 ready),Thomas Wiesner,4.2,215.0,3.5 total hours,36 lectures,All Levels,269.99,1299.99,"15,919 students"
3675,Complete Flutter development - build 14 ios and android apps,Igneus Technologies,4.4,215.0,19 total hours,118 lectures,All Levels,229.99,1199.99,"1,218 students"
3676,Writing Secure PHP Code - PHP Security Tutorial,Infinite Skills,3.7,215.0,4.5 total hours,43 lectures,All Levels,269.99,479.99,"4,624 students"
3677,Create Articulate Storyline 360 eLearning Course || Mastery,Learning Skills Academy,4.1,215.0,3 total hours,39 lectures,All Levels,199.99,229.99,"1,287 students"
3678,Liferay for Beginners Create Your Website Without Coding,"Vikas Kumar Jha, Poonam Jha",4.3,215.0,2.5 total hours,16 lectures,Beginner,229.99,1199.99,"15,690 students"
3679,Learn C++  from scratch,Bluelime Learning Solutions,4.3,215.0,5 total hours,50 lectures,Beginner,229.99,729.99,"24,803 students"
3680,Hacking with watchOS 5 - Build Amazing Apple Watch Apps,Stephen DeStefano,3.9,215.0,14.5 total hours,112 lectures,Beginner,199.99,229.99,"1,764 students"
3681,Android Game Development for Beginners - Learn Core Concepts,Sandip Bhattacharya,4.8,215.0,2.5 total hours,25 lectures,All Levels,229.99,599.99,"23,780 students"
3682,Learn how to become an amazing QA Professional Tester,Alik Feld,4.3,215.0,2.5 total hours,23 lectures,All Levels,269.99,579.99,834 students
3683,Reinforcement Learning: AI Flight with Unity ML-Agents,Adam Kelly Immersive Limit,4.6,215.0,14.5 total hours,185 lectures,Intermediate,529.99,765.8469641367806,903 students
3684,jQuery Masterclass Course: JavaScript and AJAX Coding Bible,Frahaan Hussain,3.7,214.0,5 total hours,97 lectures,All Levels,269.99,1399.99,"28,587 students"
3685,C Programming Made easy for Beginners -Step by Step Approach,Himayatullah Sharief,4.0,214.0,23 total hours,157 lectures,All Levels,269.99,799.99,"1,814 students"
3686,Learn Python from Basics to Production,Aashish Peepra,4.8,214.0,5.5 total hours,90 lectures,All Levels,229.99,319.99,"28,169 students"
3687,Unity Game Development : Build 5 Games With Unity & C#,"Raja Biswas, Charger Games",4.7,214.0,22.5 total hours,121 lectures,Beginner,269.99,1299.99,"1,628 students"
3688,The Data Bootcamp: Transform your Data using dbt™,Vantage Data,4.5,214.0,4 total hours,25 lectures,Beginner,199.99,229.99,"1,149 students"
3689,Learn SQL Reporting Services Beginning Report Training,Joey Blue,4.3,214.0,6.5 total hours,45 lectures,Beginner,229.99,1199.99,"1,929 students"
3690,Learn Advanced C++ Programming,Umair Khan,4.0,214.0,15.5 total hours,75 lectures,Intermediate,229.99,799.99,"2,649 students"
3691,Learn C Programming  (Beginners to Expert ),Programming Knowledge,4.2,214.0,6 total hours,30 lectures,Beginner,229.99,619.99,"6,673 students"
3692,Working with WebSockets in Go (Golang),Trevor Sawler,4.6,214.0,14 total hours,86 lectures,Intermediate,269.99,619.99,"4,869 students"
3693,Wordpress Backup & Restore,Andrew Williams,4.9,214.0,1.5 total hours,18 lectures,All Levels,269.99,679.99,"1,981 students"
3694,R for Data Science: Learn R Programming in 2 Hours,Ajay R Warrier,4.5,214.0,2 total hours,35 lectures,Beginner,269.99,719.99,"3,825 students"
3695,Rust lang: The complete beginner's guide 2022,Catalin Stefan,4.7,214.0,8 total hours,77 lectures,All Levels,229.99,1199.99,"1,702 students"
3696,Scratch 3.0 for Teachers | Teach Coding with Games & Scratch,"Dr. Chris Mall • 30,000+ Students Worldwide",3.9,214.0,7 total hours,53 lectures,Beginner,269.99,819.99,"2,233 students"
3697,PHP with Laravel  - Create a Restaurant  Management System,"Alex Uanvilay, Devtamin Academy",4.3,214.0,9.5 total hours,76 lectures,All Levels,269.99,849.99,"1,174 students"
3698,Gherkin Language - The Master Guide,Tim MacLachlan,4.5,214.0,3.5 total hours,77 lectures,All Levels,229.99,319.99,933 students
3699,Learn HTML in a Weekend,Greg Lafrance,4.4,213.0,6 total hours,45 lectures,Beginner,269.99,419.99,"16,853 students"
3700,The Complete Nuxt.js & Vue.js Course | Self Promo App,"Eincode by Filip Jerga, Filip Jerga",4.1,213.0,41.5 total hours,247 lectures,All Levels,269.99,819.99,"1,629 students"
3701,Crash Course - Learn to Create a PHP MVC Framework,"Edwin Diaz, Coding Faculty Solutions",4.2,213.0,1 total hour,12 lectures,All Levels,269.99,479.99,"1,751 students"
3702,Metroidvania Toolkit: Make a 2D Action Platformer in Unity,Brent Williams,4.7,213.0,22.5 total hours,102 lectures,All Levels,199.99,229.99,"1,486 students"
3703,Salesforce Devops With Salesforce DX,Debasis Jena,4.2,213.0,8 total hours,46 lectures,All Levels,229.99,529.99,"1,865 students"
3704,Introduction to Docker and the DCA Certification,Loony Corn,4.2,213.0,4.5 total hours,87 lectures,Beginner,229.99,719.99,"1,482 students"
3705,WebdriverIO - Complete Beginner Course 2022,Dilpreet Johal,4.5,213.0,9 total hours,85 lectures,All Levels,269.99,749.99,"3,007 students"
3706,Unity Multiplayer Game development with Photon PUN2 [2020],Saad Ali,3.9,212.0,7 total hours,48 lectures,All Levels,269.99,799.99,"1,344 students"
3707,The React Testing Library Bootcamp - The Developer Guide,Laith Harb,4.4,212.0,5 total hours,56 lectures,Beginner,229.99,1199.99,946 students
3708,Software Testing,Ganesh Sahai,3.6,212.0,22.5 total hours,36 lectures,All Levels,229.99,679.99,"2,645 students"
3709,iOS 12 & Objective-C - Complete Developer Course,Aaron Caines,4.2,212.0,32 total hours,132 lectures,All Levels,229.99,719.99,"1,044 students"
3710,Python 3.7 Bootcamp| Beginner to Intermediate level | A to Z,Chandramouli Jayendran,3.3,212.0,7.5 total hours,88 lectures,Beginner,229.99,549.99,"19,536 students"
3711,Learn to use JSON,Laurence Svekis,4.3,212.0,1.5 total hours,23 lectures,Beginner,269.99,849.99,"14,328 students"
3712,Complete PHP MVC tutorial. Create your own PHP MVC framework,PHP - Academy,3.7,212.0,2 total hours,16 lectures,All Levels,269.99,319.99,808 students
3713,Learn to Code Video Games: Complete Guide to Construct 2 & 3,William Bushee,4.7,212.0,15 total hours,149 lectures,All Levels,199.99,229.99,"1,157 students"
3714,Angular 2 Master Class with Alejandro Rangel,Alejandro Rangel,4.1,212.0,9.5 total hours,80 lectures,All Levels,269.99,319.99,"4,160 students"
3715,Make 5 Android Apps in 1 Hour No Coding  With App Inventor 2,Robert Pugh,3.9,211.0,1.5 total hours,16 lectures,Beginner,199.99,229.99,"7,051 students"
3716,HTML5 Geolocation in Action: Build 7 HTML5 Geolocation Apps,Crypters Infotech,4.7,211.0,6.5 total hours,86 lectures,All Levels,269.99,719.99,"2,645 students"
3717,Create an App with no code,Omar Ezzat,4.4,211.0,6.5 total hours,51 lectures,Beginner,229.99,319.99,"1,070 students"
3718,Professional CSS Flexbox,Greg Bararaghimian,4.4,211.0,43 total mins,21 lectures,Intermediate,269.99,349.99,720 students
3719,Java Sorting Algorithms for Newbs,Brendan Campbell,4.8,211.0,1 total hour,8 lectures,Intermediate,199.99,229.99,"3,709 students"
3720,Learn jQuery by Example Course,Laurence Svekis,4.6,211.0,5.5 total hours,74 lectures,Beginner,229.99,1199.99,"17,974 students"
3721,RxJS 101,Matthew Keener,4.1,211.0,5.5 total hours,54 lectures,All Levels,199.99,229.99,"3,818 students"
3722,Building a Serverless AWS lambda API on AWS  in java,Dries Horions,4.4,210.0,1.5 total hours,24 lectures,All Levels,269.99,529.99,"1,637 students"
3723,Learn Python 3 From Scratch,Musa Bin Ali,3.2,210.0,40 total mins,5 lectures,All Levels,269.99,1299.99,"14,475 students"
3724,Build An MP3 Player With Python And TKinter GUI Apps,John Elder,4.9,210.0,3 total hours,43 lectures,Intermediate,269.99,1399.99,"18,195 students"
3725,Hands-on Three.js 3D Web Visualisations,Packt Publishing,4.6,210.0,4 total hours,36 lectures,Intermediate,319.99,779.99,"1,252 students"
3726,Complete beginners introduction to web development,Digital Learning Academy,4.4,210.0,6 total hours,60 lectures,Beginner,269.99,819.99,"14,847 students"
3727,Developing Database Application using Spring MVC and MyBatis,Bushan Sirgur,3.9,210.0,2.5 total hours,25 lectures,Intermediate,229.99,319.99,"12,187 students"
